"timestamp","node","load_type","shed_MW"
"2024-09-01 17:00:00","load_bus_1","primary","0.0785068865909444"
"2024-09-01 17:00:00","load_bus_3","primary","0.0"
"2024-09-01 17:00:00","load_bus_4","primary","0.0"
"2024-09-01 17:00:00","load_bus_5","primary","0.0"
"2024-09-01 17:00:00","load_bus_6","secondary","0.0953259943486722"
"2024-09-01 17:00:00","load_bus_7","secondary","0.0953259943486722"
"2024-09-01 17:00:00","load_bus_8","secondary","0.0953259943486722"
"2024-09-01 17:00:00","load_bus_9","secondary","0.0953259943486722"
"2024-09-01 17:00:00","load_bus_10","tertiary","0.0680899959633373"
"2024-09-01 17:00:00","load_bus_11","tertiary","0.0680899959633373"
"2024-09-01 17:00:00","load_bus_12","tertiary","0.0680899959633373"
"2024-09-01 17:00:00","load_bus_13","tertiary","0.0680899959633373"
"2024-09-01 17:00:00","load_bus_14","tertiary","0.0680899959633373"
