scenario,expected_fail_lines,probability
S1,1,0.251667
S2,0,0.223667
S3,2,0.192667
S4,3,0.13
S5,4,0.085667
S6,5,0.06
S7,6,0.029667
S8,7,0.015333
S9,9,0.005333
S10,8,0.005
S11,10,0.001
