scenario,expected_fail_lines,probability
S1,0,0.251667
S2,1,0.251333
S3,2,0.182333
S4,3,0.120333
S5,4,0.085333
S6,5,0.050667
S7,6,0.029333
S8,7,0.014667
S9,8,0.009
S10,9,0.004
S11,10,0.001
S12,11,0.000333
