metapath_topk,hidden_dim,epochs,lr,weight_decay,train_ratio,runs,success_runs,delta_val_mae_mean,delta_val_mae_std,delta_horizon_mae_mean,delta_horizon_mae_std,delta_best_val_mse_mean,delta_best_val_mse_std,metapath_val_mae_mean,baseline_val_mae_mean,metapath_horizon_mae_mean,baseline_horizon_mae_mean,val_mae_win_rate,horizon_mae_win_rate
4,32,5,0.01,0.0001,0.7,1,1,0.008536018566651704,,0.023839082486099672,,-0.001575350761413602,,0.3880619795033426,0.3965979980699943,0.2512957172261344,0.2751347997122341,1.0,1.0
