scenario,expected_fail_lines,probability
S1,0,0.273667
S2,1,0.235333
S3,2,0.175
S4,3,0.125667
S5,4,0.082667
S6,5,0.048
S7,6,0.034333
S8,7,0.015667
S9,8,0.005333
S10,9,0.002
S11,10,0.002
S12,11,0.000333
