scenario,expected_fail_lines,probability
S1,0,0.253
S2,1,0.250333
S3,2,0.185
S4,3,0.117667
S5,4,0.085667
S6,5,0.051
S7,6,0.029333
S8,7,0.014
S9,8,0.009
S10,9,0.003667
S11,10,0.001
S12,11,0.000333
