model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
Contextual_Adaptive,155184.78945801686,835.9631666625721,134.62799359084602,99662.0,54552.19829776344,35.77142946684523,0.5410562570557377,0.37708550545826114,0.07002994106516092,0.049787068367863944,0.06838799651456051,0.07002994106516092,0,0.3543467851611019,38.46514102595603,True,False,contextual_selection,21.23321190000206
