model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,num_parameters
metapath_local_riskattn_resid,37.5427930355072,54,0.0007409753933601212,0.0010630440671054108,0.011013252402728145,0.0052465817209470895,0.0010630441829562187,0.0632933655881688,44,0.10114942528735632,0.0632933655881688,44,0.10114942528735632,0.4189575960884606,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.7222954974312066,1.0,1.0,1.0,1.0,147124
