scenario_id,scenario_cost,is_worst,total_ls
0,26356.11936600968,1,20.020460818948195
1,19422.3715067476,0,15.599133550637855
2,23311.500061365266,0,18.22000440788114
3,25536.772663984153,0,19.646706946786058
4,13085.326503362327,0,11.177806282327436
