metapath_topk,hidden_dim,epochs,lr,weight_decay,train_ratio,runs,success_runs,delta_val_mae_mean,delta_val_mae_std,delta_horizon_mae_mean,delta_horizon_mae_std,delta_best_val_mse_mean,delta_best_val_mse_std,metapath_val_mae_mean,baseline_val_mae_mean,metapath_horizon_mae_mean,baseline_horizon_mae_mean,val_mae_win_rate,horizon_mae_win_rate
5,80,700,0.006,0.0001,0.7,5,5,0.02093914525075393,0.026520313024956797,0.02249193988430005,0.03878079233558962,0.0021391719579696156,0.00765448124740103,0.37147835098252147,0.39241749623327543,0.3480381445071349,0.370530084391435,0.8,0.6
4,80,700,0.006,0.0001,0.7,5,5,0.014586100966641402,0.020207860490559764,0.0333490326984061,0.04314084933555985,0.0009434610605239425,0.006816059363473591,0.377831395266634,0.39241749623327543,0.33718105169302887,0.370530084391435,0.8,0.8
3,80,700,0.006,0.0001,0.7,5,5,0.004319378757115566,0.006255061405403426,0.01127395405703121,0.026529543825698196,0.0013079196214675405,0.0036735343263243295,0.38809811747615985,0.39241749623327543,0.3592561303344038,0.370530084391435,0.8,0.6
