,val_mae,val_mae,horizon_mae,horizon_mae,best_val_mse,best_val_mse,high_risk_mae,high_risk_mae,precision_at_5,precision_at_5,precision_at_10,precision_at_10,ndcg_at_10,ndcg_at_10,spearman_corr,spearman_corr
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
beta,,,,,,,,,,,,,,,,
0.0,0.013925901054111836,0.0030128215712482056,0.0069183172940694,0.006988280854970514,0.0013266196668458,0.0010037713580260332,0.06928656388900047,0.03993261604035423,1.0,0.0,0.7333333333333334,0.057735026918962644,0.8146049693346343,0.045400220382172,0.5278491492196808,0.09749793245989835
0.01,0.014111115715584368,0.0029850501875115757,0.006929891181808901,0.006953321560623675,0.0012710612500086,0.0009275061116936571,0.06747682918789333,0.03748307245748949,1.0,0.0,0.7333333333333334,0.057735026918962644,0.8146049693346343,0.045400220382172,0.5306656408184209,0.09891791867050241
0.05,0.018692436402125368,0.0019278767292812283,0.015772919734922602,0.0019386915011035115,0.0006091248554487667,0.00010107873970304472,0.038397976789806464,0.0037432156942248207,1.0,0.0,0.6666666666666666,0.05773502691896256,0.7672652836087587,0.03913323360466872,0.4803880973614971,0.08918947797141596
0.1,0.01836760206294433,0.002046859148193231,0.01566613092368323,0.0020839555483311858,0.0005910246012111,8.960053777686657e-05,0.037847270841919065,0.0028676691331782135,1.0,0.0,0.6666666666666666,0.05773502691896256,0.7672652836087587,0.03913323360466872,0.45970116143626333,0.11040513771599827
